588, Dudukan percikan untuk lokomotif uap
589, Perangkat untuk memproses alkohol ke dalam campuran gas untuk mesin pembakaran internal
590, Mesin terhormat untuk pelepasan serat dari jarum
591, Cara untuk menghasilkan ester alkil nitrofenol
592, Siaran telepon dengan lampu katoda
593, Perangkat untuk mengganti utas utas dengan mesin bubut
594,Dokumen Tidak Tersedia
595,Dokumen Tidak Tersedia
596,Dokumen Tidak Tersedia
597,Dokumen Tidak Tersedia
598, Metode mendapatkan solusi nitrodiazobenzene dan penggunaannya dalam pewarnaan
599, Alternator kolektor arus multipase dengan jumlah variabel periode dengan jumlah kecepatan konstan
600, Lengan Dinamometri
601,Dokumen Tidak Tersedia
602,Dokumen Tidak Tersedia
603,Dokumen Tidak Tersedia
604,Dokumen Tidak Tersedia
605,Dokumen Tidak Tersedia
606,Dokumen Tidak Tersedia
607,Dokumen Tidak Tersedia
608,Dokumen Tidak Tersedia
609,Dokumen Tidak Tersedia
610,Dokumen Tidak Tersedia
611,Dokumen Tidak Tersedia
612,Dokumen Tidak Tersedia
613,Dokumen Tidak Tersedia
614,Dokumen Tidak Tersedia
615,Dokumen Tidak Tersedia
616,Dokumen Tidak Tersedia
617,Dokumen Tidak Tersedia
618,Dokumen Tidak Tersedia
619,Dokumen Tidak Tersedia
620,Dokumen Tidak Tersedia
621,Dokumen Tidak Tersedia
622,Dokumen Tidak Tersedia
623,Dokumen Tidak Tersedia
624,Dokumen Tidak Tersedia
625,Dokumen Tidak Tersedia
626,Dokumen Tidak Tersedia
627,Dokumen Tidak Tersedia
628,Dokumen Tidak Tersedia
629,Dokumen Tidak Tersedia
630,Dokumen Tidak Tersedia
631,Dokumen Tidak Tersedia
632,Dokumen Tidak Tersedia
633,Dokumen Tidak Tersedia
634,Dokumen Tidak Tersedia
635,Dokumen Tidak Tersedia
636,Dokumen Tidak Tersedia
637,Dokumen Tidak Tersedia
638,Dokumen Tidak Tersedia
639,Dokumen Tidak Tersedia
640,Dokumen Tidak Tersedia
641,Dokumen Tidak Tersedia
642,Dokumen Tidak Tersedia
643,Dokumen Tidak Tersedia
644,Dokumen Tidak Tersedia
645,Dokumen Tidak Tersedia
646,Dokumen Tidak Tersedia
647,Dokumen Tidak Tersedia
648,Dokumen Tidak Tersedia
649,Dokumen Tidak Tersedia
650,Dokumen Tidak Tersedia
651, Adaptasi ke empat puluh skala untuk mentransfernya ke seratus
652, Pensinyalan jendela
653, Perangkat untuk mentransfer unit satu nama ke yang lain
654, Tangga Lipat (Penyerangan)
655, Dudukan percikan untuk lokomotif uap
656, Perangkat untuk penentuan mekanis proyeksi garis -garis panjang ini dan arah ini
657, Kondensor
658, Perangkat untuk menggambar elips
659, Garis menggambar dengan dua kompas
660, Linener
661, Perangkat dalam bingkai sawmill untuk secara otomatis mengubah pasokan dengan perubahan ketebalan log
662, sabuk penggerak
663, pengikat rel
664, Perangkat untuk menggiling lensa optik dibatasi oleh permukaan paraboleida rotasi dengan ukuran apa pun
665, Perangkat untuk overclocking rel dengan pukulan
666, Kompor kamar
667, Rana palka mobil
668, Perangkat untuk menunjukkan pemanasan bantalan
669, Perangkat untuk menunjukkan pemanasan bantalan
670, Perangkat pneumatik untuk mengisi bahan bakar utas di pesawat ulang -alik
671, Thermostat Listrik untuk Termostat
672, monoplan dengan beberapa mesin
673, Pesawat ulang serat
674, Perangkat untuk memasok udara ke nozel
675, Pengumpul debu
676, Mesin uap dengan steam -former periodik
677, Kunci kastil
678, Elemen enam pipe dari kapal uap untuk boiler dengan pipa goreng dan terbakar
679, Jembatan
680, Perangkat dengan mixer untuk konsentrasi bijih sesuai dengan metode pop -up
681, gigi logam logam boronia
682,Dokumen Tidak Tersedia
683,Dokumen Tidak Tersedia
684,Dokumen Tidak Tersedia
685, Penguat katoda dengan lampu yang menguatkan arus bolak -balik
686,Dokumen Tidak Tersedia
687, Perangkat manual untuk mendekorasi ujung atas bilah pada rotor dan silinder turbin uap
688, Garut dengan air yang didinginkan dengan air
689," Indikator stasiun, keberangkatan kereta api, dll."
690, Panitera untuk Urusan
691, Meter revolusi dari poros horizontal mesin
692, Lampu pijar listrik yang dapat dilipat
693, Cara untuk mengembalikan lampu pijar listrik dengan benang yang hancur
694, Perangkat untuk persiapan superfosfat
695,Dokumen Tidak Tersedia
696, Sebuah kapal uap untuk boiler -tube yudisial
697, Steamer kukus untuk lokomotif uap
698, Steamer kukus untuk lokomotif uap
699, Perangkat untuk meletakkan kotak pencocokan atau dll.Kotak dalam baris
700, Mesin untuk mengukur adonan
701,Dokumen Tidak Tersedia
702,Dokumen Tidak Tersedia
703,Dokumen Tidak Tersedia
704,Dokumen Tidak Tersedia
705,Dokumen Tidak Tersedia
706,Dokumen Tidak Tersedia
707,Dokumen Tidak Tersedia
708,Dokumen Tidak Tersedia
709,Dokumen Tidak Tersedia
710,Dokumen Tidak Tersedia
711,Dokumen Tidak Tersedia
712,Dokumen Tidak Tersedia
713,Dokumen Tidak Tersedia
714,Dokumen Tidak Tersedia
715,Dokumen Tidak Tersedia
716,Dokumen Tidak Tersedia
717,Dokumen Tidak Tersedia
718,Dokumen Tidak Tersedia
719,Dokumen Tidak Tersedia
720,Dokumen Tidak Tersedia
721,Dokumen Tidak Tersedia
722,Dokumen Tidak Tersedia
723,Dokumen Tidak Tersedia
724,Dokumen Tidak Tersedia
725,Dokumen Tidak Tersedia
726,Dokumen Tidak Tersedia
727,Dokumen Tidak Tersedia
728,Dokumen Tidak Tersedia
729,Dokumen Tidak Tersedia
730,Dokumen Tidak Tersedia
731,Dokumen Tidak Tersedia
732,Dokumen Tidak Tersedia
733,Dokumen Tidak Tersedia
734,Dokumen Tidak Tersedia
735,Dokumen Tidak Tersedia
736,Dokumen Tidak Tersedia
737,Dokumen Tidak Tersedia
738,Dokumen Tidak Tersedia
739,Dokumen Tidak Tersedia
740,Dokumen Tidak Tersedia
741,Dokumen Tidak Tersedia
742,Dokumen Tidak Tersedia
743,Dokumen Tidak Tersedia
744,Dokumen Tidak Tersedia
745,Dokumen Tidak Tersedia
746,Dokumen Tidak Tersedia
747,Dokumen Tidak Tersedia
748,Dokumen Tidak Tersedia
749,Dokumen Tidak Tersedia
750,Dokumen Tidak Tersedia
751, Di -board Kily untuk berlayar kapal -kapal datar
752, Kartrid untuk bohlam pijar listrik dengan ruang bawah tanah SVAN
753, Radiator untuk pemanasan sentral
754, Tsulty Hard CoA
755, Shipyer
756," Balon untuk pipa pembersih, digerakkan oleh poros yang fleksibel"
757, Perangkat untuk menguji bahan untuk kekerasan
758, Perangkat untuk mempertahankan tegangan jaringan dengan jumlah permanen kecepatan generator arus bergantian
759, Perangkat untuk mengukur koefisien daya (cos f) dalam sirkuit arus bergantian dari frekuensi rendah dan tinggi
760, Perangkat untuk pemilihan sampel tanah kapal selam
761, Turbo-propeller reaktif dan perangkat untuk digunakan
762, berhenti di mesin pemrosesan benang
763, Makanan
764, Perangkat untuk memberi makan linen trust ke mesin Meon
765, Percaya untuk membuang mesin makan
766, Penundaan untuk poni mesin rajutan bundar
767, Pemanas air dalam uap
768, Salju -Pip untuk Kereta Api Kota
769, Perangkat untuk penglihatan listrik di kejauhan
770, Kapal kapal selam
771, siaran telepon
772, Siaran telepon dengan relai katoda
773, Radio
774, Penomoran dan beralih dengan katup yang jatuh
775, Kapasitor kompleks yang terdiri dari kapasitor dengan lapisan tak bergerak terhubung sejajar dengan kapasitor kapasitas variabel
776, Perangkat untuk menggambar plot parabola
777,Dokumen Tidak Tersedia
778, Mengangkat winch untuk balon terikat yang dipasang di mobil
779,Dokumen Tidak Tersedia
780,Dokumen Tidak Tersedia
781,Dokumen Tidak Tersedia
782, Lokomotif uap katup untuk lokomotif uap
783, Perangkat untuk manifestasi di siang hari
784, Cara membekukan zat makanan
785, Lengan untuk menahan bagian pengikat sekrup
786, Konveyor trem
787, Perangkat untuk beberapa telepon
788, Perangkat untuk memindahkan pita di peralatan kinematografi
789, Sikat untuk mesin kolektor
790, Metode pengerasan kios dan pegas gerobak
791, pengering biji -bijian
792, sakelar telegraf
793, sakelar untuk menyesuaikan autotransformer
794, Ponsel
795," Metode desulfasi jus buah dan berry, minuman, dll.produk"
796, Gunting untuk pemotongan otomatis strip logam dengan perangkat untuk memantau potongan -potongan potongan
797, Relay Generator Katoda
798, memicu lokomotif uap
799, pompa sekali pakai merkuri
800, Perangkat dengan profil seluler jalur kereta api
801, Perangkat untuk mengisi bantalan oleh Babbitt
802," Cincin isolasi untuk kartrid Edison, melindungi lampu pijar listrik dari memutar"
803, Disintegrator
804, Bypass untuk lokomotif uap
805, Harness for Iron Carries
806, Peralatan pengangkat air
807, Kincir angin
808, Kunci gantung dengan belokan cincin
809, Perangkat untuk menentukan kecepatan dan arah angin
810, siaran telepon
811, pompa elektromagnetik
812, Tungku untuk pemanasan dan memasak
813," Ubin untuk trotoar, jembatan dan kelongsong dan di perangkat untuk pembuatannya"
814, Kapal penyerapan untuk analisis gas
815, Autotoris untuk kereta api
816, Generatif Firebox untuk Bahan Bakar Kecil
817, bel mekanik untuk alat string
818,Dokumen Tidak Tersedia
819, Kastil overhead dengan alarm listrik
820, Pompa manual untuk dua cairan
821, Mesin tenun manual
822, Hive
823, Perangkat untuk mengangkat bingkai Harrow
824, Penerima Regeneratif Telegraf Radio
825, Perangkat untuk mendaftarkan tanah pembekuan dan pencairan
826, Derek putar di atas troli dengan putar ugsin
827, melemparkan lokomotif uap
828, Makanan
829, Pemadam api manual
830, Perangkat untuk mengukur kedalaman kolam air
831, Lapisan mahkota
832, Bantalan bola
833, penghitung untuk mengukur jarak yang ditempuh oleh mobil trem di bawah arus atau tanpa arus
834, Lampu katoda
835, Pita karet memotong perangkat
836, kaliber
837, Katoda lampu katoda dan penyearah katoda
838, Pengangkut Mengepul
839, Piston mengepul berhenti saat mengemudi tanpa sepasang
840, Metode pembuatan layar aluminium elastis
841, Presposely to the Steamer Revers
842, Pantat rel kereta api
843, Kontak Kontak Sinyal Pintu
844, Kastil Sfold
845, Perangkat untuk memantau pergerakan kereta
846, Metode obstruksi serbuk gergaji kayu
847, Perangkat untuk meningkatkan aksi ventilasi alami menggunakan kain filter
848, Mesin pembakaran bagian dalam dengan silinder aksi sederhana yang berputar secara radial
849, Perangkat untuk meningkatkan dorongan dalam cerobong asap dan saluran knalpot
850, Fokus dapur dengan pelat tiri dan dengan serpentine untuk memanaskan air
851, Perangkat untuk kotak makan di mesin untuk mengisi kotak
852, Mesin Dnieving
853, bed-bed-chamber-stick-bed
854, Kubus Distilasi
855, boiler (sterilizer) untuk air
856," Bagian pendukung untuk persilangan, bantalan, dll."
857, radiator
858, radiator
859, Perangkat untuk distilasi minyak hidrokarbon
860, Mesin cetak dalam bentuk tabel yang ditandai dalam kartu pendaftaran
861, Tip untuk Brandspoit
862, Menghubungkan kacang untuk petugas pemadam kebakaran dan lengan lainnya
863," Perangkat untuk menentukan kecepatan pergerakan dan jalan setapak dengan gerbong, mobil, dll."
864, Snowpipe tunggal untuk kereta api
865, Mekanisme distribusi untuk mesin pembakaran internal empat stroke
866, Perangkat untuk mengurangi traksi di cerobong asap
867, Metode pembuatan dan menggunakan massa untuk pencetakan multi -warna
868, Katup penutupan untuk memadamkan air mancur minyak pembakaran
869, injektor
870, Perangkat untuk memantau kesinambungan pipa rem kereta
871, Kompor bata kamar
872, tanah liat
873, nosel celah
874, Perangkat untuk mengekstraksi emas dan logam asli lainnya
875," Perangkat untuk pencahayaan listrik, pemanas dan ventilasi kereta kereta api"
876, Sambungan pipa logam dengan bel
877, Mesin berangin dengan bilah diputar secara paksa melalui rantai rantai
878, Mesin air dengan bilah yang diputar secara paksa
879, Secara otomatis ditutup cair crane
880, Sistem telepon otomatis
881, Drive Equestrian dengan perangkat yang menghilangkan luncur tali
882,Dokumen Tidak Tersedia
883, Perangkat untuk secara otomatis menampilkan iklan
884, Perangkat dalam samovar untuk memasak makanan
885, Perangkat untuk pergerakan rekaman yang berkelanjutan di film tersebut
886, Metode pengalengan tanaman dan mayat hewan atau bagiannya
887, Globe lipat yang dapat dilipat
888, Perangkat untuk air pendingin
889, Pialang Libra
890,Dokumen Tidak Tersedia
891, Cara untuk mendapatkan timah spons dan persiapan pelat baterai darinya tanpa menekan
892, Atur pabrik pohon untuk kayu
893, Peralatan peleburan listrik
894, Cara Anda membagi soda dari air danau soda
895, Metode beberapa siaran radio
896, pisau pemutus slom
897, semen ubin berusuk persegi panjang dan tekan untuk pembuatannya
898, Atlet untuk lampu pijar
899, Aktifkan
900, Perangkat untuk mengalikan dan membagi angka multi -digigit menjadi yang jelas
901, baling -baling kayu yang dapat dilipat multi -lobed
902, Boiler penyimpanan air untuk pemanasan sentral
903, Mesin pembakaran internal
904,Dokumen Tidak Tersedia
905,Dokumen Tidak Tersedia
906,Dokumen Tidak Tersedia
907,Dokumen Tidak Tersedia
908, Telepon
909, Pengukur air volumetrik multi -silinder dengan silinder berputar
910, Mesin air untuk menggerakkan pompa
911, Lipat bengkok
912, Perlengkapan Brill
913, Mesin air angin rantai mengambang
